,timestamp,bkr_price_long,bkr_price_short,psize_long,pprice_long,psize_short,pprice_short,price,closest_bkr_long,closest_bkr_short,balance_long,balance_short,equity_long,equity_short,wallet_exposure_long,wallet_exposure_short
0,1706004000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
1,1706007600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
2,1706011200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2303,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
3,1706014800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
4,1706018400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
5,1706022000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
6,1706025600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
7,1706029200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
8,1706032800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
9,1706036400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
10,1706040000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2223,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
11,1706043600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
12,1706047200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
13,1706050800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
14,1706054400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
15,1706058000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
16,1706061600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
17,1706065200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
18,1706068800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
19,1706072400000.0,0.0,0.0,309.0,0.23638349514563106,0.0,0.0,0.2364,1.0,1.0,999.9853915,1000.0,999.9904915,1000.0,0.07304356705694935,0.0
20,1706076000000.0,0.0,0.0,0.0,0.23638349514563106,0.0,0.0,0.246,1.0,1.0,1002.05146678,1000.0,1002.05146678,1000.0,0.0,0.0
21,1706079600000.0,0.0,0.0,465.0,0.23577333333333333,0.0,0.0,0.2374,1.0,1.0,1002.02953986,1000.0,1002.78593986,1000.0,0.10941254288303492,0.0
22,1706083200000.0,0.0,0.0,310.0,0.23721647311827954,0.0,0.0,0.2369,1.0,1.0,1005.2126057266667,1000.0,1005.11449906,1000.0,0.07315577445778926,0.0
23,1706086800000.0,0.0,0.0,532.0,0.23414259058937667,0.0,0.0,0.2343,1.0,1.0,1005.6712369935484,1000.0,1005.7549788,1000.0,0.12386141077866732,0.0
24,1706090400000.0,0.0,0.0,311.0,0.2369098665481773,0.0,0.0,0.236,1.0,1.0,1009.0327487964834,1000.0,1008.7497803000002,1000.0,0.07301940257574713,0.0
25,1706094000000.0,0.0,0.0,0.0,0.2369098665481773,0.0,0.0,0.2429,1.0,1.0,1010.9435593200003,1000.0,1010.9435593200003,1000.0,0.0,0.0
26,1706097600000.0,0.0,0.0,154.0,0.2397,0.0,0.0,0.2408,1.0,1.0,1010.9361765600003,1000.0,1011.1055765600003,1000.0,0.036514471294923655,0.0
27,1706101200000.0,0.0,0.0,0.0,0.2397,0.0,0.0,0.2509,1.0,1.0,1011.9449905200006,1000.0,1011.9449905200006,1000.0,0.0,0.0
28,1706104800000.0,0.0,0.0,153.0,0.2421,0.0,0.0,0.2417,1.0,1.0,1011.9375822600006,1000.0,1011.8763822600006,1000.0,0.03660433276652715,0.0
29,1706108400000.0,0.0,0.0,206.0,0.2403386363636364,0.0,0.0,0.2396,1.0,1.0,1012.5077253309097,1000.0,1012.3555662400006,1000.0,0.04889815440640537,0.0
30,1706112000000.0,0.0,0.0,520.0,0.2371699213286713,0.0,0.0,0.2376,1.0,1.0,1012.4929616109097,1000.0,1012.7166025200006,1000.0,0.12180663349470558,0.0
31,1706115600000.0,0.0,0.0,106.0,0.2371699213286713,0.0,0.0,0.2458,1.0,1.0,1015.2136283408397,1000.0,1016.1284166800006,1000.0,0.02476327243747249,0.0
32,1706119200000.0,0.0,0.0,0.0,0.2371699213286713,0.0,0.0,0.2551,1.0,1.0,1016.2721759200007,1000.0,1016.2721759200007,1000.0,0.0,0.0
33,1706122800000.0,0.0,0.0,179.0,0.2418328990228013,0.0,0.0,0.2471,1.0,1.0,1016.9123931050822,1000.0,1017.8552041800008,1000.0,0.04256815947822585,0.0
34,1706126400000.0,0.0,0.0,179.0,0.2418328990228013,0.0,0.0,0.2417,1.0,1.0,1016.9123931050822,1000.0,1016.8886041800007,1000.0,0.04256815947822585,0.0
35,1706130000000.0,0.0,0.0,335.0,0.24014116097039231,0.0,0.0,0.2411,1.0,1.0,1016.9049612650822,1000.0,1017.2261723400007,1000.0,0.07910993847940406,0.0
36,1706133600000.0,0.0,0.0,0.0,0.24014116097039231,0.0,0.0,0.2499,1.0,1.0,1018.8686868400008,1000.0,1018.8686868400008,1000.0,0.0,0.0
37,1706137200000.0,0.0,0.0,0.0,0.24014116097039231,0.0,0.0,0.2493,1.0,1.0,1018.8686868400008,1000.0,1018.8686868400008,1000.0,0.0,0.0
38,1706140800000.0,0.0,0.0,0.0,0.24014116097039231,0.0,0.0,0.256,1.0,1.0,1018.8686868400008,1000.0,1018.8686868400008,1000.0,0.0,0.0
